GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
2024-11-13,Portland Trail Blazers,POR vs. MIN,W,106,8.0
2024-11-13,Phoenix Suns,PHX @ SAC,L,104,-23.0
2024-11-13,Los Angeles Lakers,LAL vs. MEM,W,128,5.0
2024-11-13,New York Knicks,NYK vs. CHI,L,123,-1.0
2024-11-12,Charlotte Hornets,CHA @ ORL,L,89,-25.0
2024-11-12,Phoenix Suns,PHX @ UTA,W,120,8.0
2024-11-12,Philadelphia 76ers,PHI vs. NYK,L,99,-12.0
2024-11-12,Orlando Magic,ORL vs. CHA,W,114,25.0
2024-11-12,Milwaukee Bucks,MIL vs. TOR,W,99,14.0
2024-11-12,Portland Trail Blazers,POR vs. MIN,W,122,14.0
2024-11-12,Atlanta Hawks,ATL @ BOS,W,117,1.0
2024-11-12,Dallas Mavericks,DAL @ GSW,L,117,-3.0
2024-11-12,New York Knicks,NYK @ PHI,W,111,12.0
2024-11-12,Utah Jazz,UTA vs. PHX,L,112,-8.0
2024-11-12,Boston Celtics,BOS vs. ATL,L,116,-1.0
2024-11-12,Detroit Pistons,DET vs. MIA,W,123,2.0
2024-11-12,Toronto Raptors,TOR @ MIL,L,85,-14.0
2024-11-12,Golden State Warriors,GSW vs. DAL,W,120,3.0
2024-11-12,Miami Heat,MIA @ DET,L,121,-2.0
2024-11-12,Minnesota Timberwolves,MIN @ POR,L,108,-14.0
2024-11-11,New Orleans Pelicans,NOP vs. BKN,L,105,-2.0
2024-11-11,San Antonio Spurs,SAS vs. SAC,W,116,20.0
2024-11-11,Oklahoma City Thunder,OKC vs. LAC,W,134,6.0
2024-11-11,LA Clippers,LAC @ OKC,L,128,-6.0
2024-11-11,Brooklyn Nets,BKN @ NOP,W,107,2.0
2024-11-11,Washington Wizards,WAS @ HOU,L,92,-15.0
2024-11-11,Cleveland Cavaliers,CLE @ CHI,W,119,6.0
2024-11-11,Sacramento Kings,SAC @ SAS,L,96,-20.0
2024-11-11,Chicago Bulls,CHI vs. CLE,L,113,-6.0
2024-11-11,Houston Rockets,HOU vs. WAS,W,107,15.0
2024-11-10,Dallas Mavericks,DAL @ DEN,L,120,-2.0
2024-11-10,Houston Rockets,HOU @ DET,W,101,2.0
2024-11-10,Philadelphia 76ers,PHI vs. CHA,W,107,2.0
2024-11-10,Memphis Grizzlies,MEM @ POR,W,134,45.0
2024-11-10,Detroit Pistons,DET vs. HOU,L,99,-2.0
2024-11-10,Indiana Pacers,IND vs. NYK,W,132,11.0
2024-11-10,Milwaukee Bucks,MIL vs. BOS,L,107,-6.0
2024-11-10,Boston Celtics,BOS @ MIL,W,113,6.0
2024-11-10,Minnesota Timberwolves,MIN vs. MIA,L,94,-1.0
2024-11-10,New York Knicks,NYK @ IND,L,121,-11.0
2024-11-10,Phoenix Suns,PHX vs. SAC,L,118,-9.0
2024-11-10,Washington Wizards,WAS @ ORL,L,94,-27.0
2024-11-10,Charlotte Hornets,CHA @ PHI,L,105,-2.0
2024-11-10,Orlando Magic,ORL vs. WAS,W,121,27.0
2024-11-10,Denver Nuggets,DEN vs. DAL,W,122,2.0
2024-11-10,Toronto Raptors,TOR @ LAL,L,103,-20.0
2024-11-10,Miami Heat,MIA @ MIN,W,95,1.0
2024-11-10,Portland Trail Blazers,POR vs. MEM,L,89,-45.0
2024-11-10,Golden State Warriors,GSW @ OKC,W,127,11.0
2024-11-10,Sacramento Kings,SAC @ PHX,W,127,9.0
2024-11-10,Los Angeles Lakers,LAL vs. TOR,W,123,20.0
2024-11-10,Oklahoma City Thunder,OKC vs. GSW,L,116,-11.0
2024-11-09,Atlanta Hawks,ATL vs. CHI,L,113,-12.0
2024-11-09,Utah Jazz,UTA @ SAS,W,111,1.0
2024-11-09,LA Clippers,LAC vs. TOR,W,105,2.0
2024-11-09,Brooklyn Nets,BKN @ CLE,L,100,-5.0
2024-11-09,Chicago Bulls,CHI @ ATL,W,125,12.0
2024-11-09,Cleveland Cavaliers,CLE vs. BKN,W,105,5.0
2024-11-09,San Antonio Spurs,SAS vs. UTA,L,110,-1.0
2024-11-09,Toronto Raptors,TOR @ LAC,L,103,-2.0
2024-11-08,Houston Rockets,HOU @ OKC,L,107,-19.0
2024-11-08,Sacramento Kings,SAC vs. LAC,L,98,-9.0
2024-11-08,Philadelphia 76ers,PHI @ LAL,L,106,-10.0
2024-11-08,Miami Heat,MIA @ DEN,L,122,-13.0
2024-11-08,Cleveland Cavaliers,CLE vs. GSW,W,136,19.0
2024-11-08,Los Angeles Lakers,LAL vs. PHI,W,116,10.0
2024-11-08,Washington Wizards,WAS @ MEM,L,104,-24.0
2024-11-08,New Orleans Pelicans,NOP @ ORL,L,88,-27.0
2024-11-08,Portland Trail Blazers,POR @ MIN,L,102,-25.0
2024-11-08,Detroit Pistons,DET vs. ATL,W,122,1.0
2024-11-08,LA Clippers,LAC @ SAC,W,107,9.0
2024-11-08,Denver Nuggets,DEN vs. MIA,W,135,13.0
2024-11-08,Minnesota Timberwolves,MIN vs. POR,W,127,25.0
2024-11-08,Atlanta Hawks,ATL @ DET,L,121,-1.0
2024-11-08,Milwaukee Bucks,MIL @ NYK,L,94,-22.0
2024-11-08,Phoenix Suns,PHX @ DAL,W,114,1.0
2024-11-08,Orlando Magic,ORL vs. NOP,W,115,27.0
2024-11-08,Indiana Pacers,IND @ CHA,L,83,-20.0
2024-11-08,Boston Celtics,BOS vs. BKN,W,108,4.0
2024-11-08,Brooklyn Nets,BKN @ BOS,L,104,-4.0
2024-11-08,Golden State Warriors,GSW @ CLE,L,117,-19.0
2024-11-08,New York Knicks,NYK vs. MIL,W,116,22.0
2024-11-08,Memphis Grizzlies,MEM vs. WAS,W,128,24.0
2024-11-08,Charlotte Hornets,CHA vs. IND,W,103,20.0
2024-11-08,Dallas Mavericks,DAL vs. PHX,L,113,-1.0
2024-11-08,Oklahoma City Thunder,OKC vs. HOU,W,126,19.0
2024-11-07,Minnesota Timberwolves,MIN @ CHI,W,135,16.0
2024-11-07,Chicago Bulls,CHI vs. MIN,L,119,-16.0
2024-11-07,Portland Trail Blazers,POR @ SAS,L,105,-13.0
2024-11-07,Utah Jazz,UTA @ MIL,L,100,-23.0
2024-11-07,San Antonio Spurs,SAS vs. POR,W,118,13.0
2024-11-07,Milwaukee Bucks,MIL vs. UTA,W,123,23.0
2024-11-06,Orlando Magic,ORL @ IND,L,111,-7.0
2024-11-06,Cleveland Cavaliers,CLE @ NOP,W,131,9.0
2024-11-06,Atlanta Hawks,ATL vs. NYK,W,121,5.0
2024-11-06,Philadelphia 76ers,PHI @ LAC,L,98,-12.0
2024-11-06,Charlotte Hornets,CHA vs. DET,W,108,1.0
2024-11-06,Los Angeles Lakers,LAL @ MEM,L,114,-17.0
2024-11-06,New Orleans Pelicans,NOP vs. CLE,L,122,-9.0
2024-11-06,Miami Heat,MIA @ PHX,L,112,-3.0
2024-11-06,New York Knicks,NYK @ ATL,L,116,-5.0
2024-11-06,LA Clippers,LAC vs. PHI,W,110,12.0
2024-11-06,Golden State Warriors,GSW @ BOS,W,118,6.0
2024-11-06,Oklahoma City Thunder,OKC @ DEN,L,122,-2.0
2024-11-06,Phoenix Suns,PHX vs. MIA,W,115,3.0
2024-11-06,Chicago Bulls,CHI @ DAL,L,99,-20.0
2024-11-06,Denver Nuggets,DEN vs. OKC,W,124,2.0
2024-11-06,Houston Rockets,HOU vs. SAS,W,127,27.0
2024-11-06,Sacramento Kings,SAC vs. TOR,W,122,15.0
2024-11-06,Indiana Pacers,IND vs. ORL,W,118,7.0
2024-11-06,Memphis Grizzlies,MEM vs. LAL,W,131,17.0
2024-11-06,Toronto Raptors,TOR @ SAC,L,107,-15.0
2024-11-06,Detroit Pistons,DET @ CHA,L,107,-1.0
2024-11-06,Dallas Mavericks,DAL vs. CHI,W,119,20.0
2024-11-06,San Antonio Spurs,SAS @ HOU,L,100,-27.0
2024-11-06,Boston Celtics,BOS vs. GSW,L,112,-6.0
2024-11-04,New York Knicks,NYK @ HOU,L,97,-12.0
2024-11-04,Toronto Raptors,TOR @ DEN,L,119,-2.0
2024-11-04,Indiana Pacers,IND @ DAL,W,134,7.0
2024-11-04,Detroit Pistons,DET vs. LAL,W,115,12.0
2024-11-04,Charlotte Hornets,CHA @ MIN,L,93,-21.0
2024-11-04,Phoenix Suns,PHX vs. PHI,W,118,2.0
2024-11-04,Utah Jazz,UTA @ CHI,W,135,9.0
2024-11-04,Houston Rockets,HOU vs. NYK,W,109,12.0
2024-11-04,Brooklyn Nets,BKN vs. MEM,W,106,2.0
2024-11-04,Portland Trail Blazers,POR @ NOP,W,118,18.0
2024-11-04,LA Clippers,LAC vs. SAS,W,113,9.0
2024-11-04,Orlando Magic,ORL @ OKC,L,86,-16.0
2024-11-04,Memphis Grizzlies,MEM @ BKN,L,104,-2.0
2024-11-04,Sacramento Kings,SAC @ MIA,W,111,1.0
2024-11-04,Minnesota Timberwolves,MIN vs. CHA,W,114,21.0
2024-11-04,New Orleans Pelicans,NOP vs. POR,L,100,-18.0
2024-11-04,Washington Wizards,WAS vs. GSW,L,112,-13.0
2024-11-04,Oklahoma City Thunder,OKC vs. ORL,W,102,16.0
2024-11-04,Milwaukee Bucks,MIL @ CLE,L,114,-2.0
2024-11-04,Atlanta Hawks,ATL vs. BOS,L,93,-30.0
2024-11-04,Dallas Mavericks,DAL vs. IND,L,127,-7.0
2024-11-04,Chicago Bulls,CHI vs. UTA,L,126,-9.0
2024-11-04,Philadelphia 76ers,PHI @ PHX,L,116,-2.0
2024-11-04,Boston Celtics,BOS @ ATL,W,123,30.0
2024-11-04,Cleveland Cavaliers,CLE vs. MIL,W,116,2.0
2024-11-04,Los Angeles Lakers,LAL @ DET,L,103,-12.0
2024-11-04,Miami Heat,MIA vs. SAC,L,110,-1.0
2024-11-04,Golden State Warriors,GSW @ WAS,W,125,13.0
2024-11-04,San Antonio Spurs,SAS @ LAC,L,104,-9.0
2024-11-04,Denver Nuggets,DEN vs. TOR,W,121,2.0
2024-11-03,New Orleans Pelicans,NOP vs. ATL,L,111,-15.0
2024-11-03,Brooklyn Nets,BKN vs. DET,L,92,-14.0
2024-11-03,Dallas Mavericks,DAL vs. ORL,W,108,23.0
2024-11-03,Detroit Pistons,DET @ BKN,W,106,14.0
2024-11-03,Orlando Magic,ORL @ DAL,L,85,-23.0
2024-11-03,Atlanta Hawks,ATL @ NOP,W,126,15.0
2024-11-02,Boston Celtics,BOS @ CHA,W,113,10.0
2024-11-02,San Antonio Spurs,SAS vs. MIN,W,113,10.0
2024-11-02,Charlotte Hornets,CHA vs. BOS,L,103,-10.0
2024-11-02,Sacramento Kings,SAC @ TOR,L,128,-3.0
2024-11-02,Utah Jazz,UTA @ DEN,L,103,-26.0
2024-11-02,Philadelphia 76ers,PHI vs. MEM,L,107,-17.0
2024-11-02,Memphis Grizzlies,MEM @ PHI,W,124,17.0
2024-11-02,Golden State Warriors,GSW @ HOU,W,127,6.0
2024-11-02,Washington Wizards,MIA @ WAS,L,98,-20.0
2024-11-02,Denver Nuggets,DEN vs. UTA,W,129,26.0
2024-11-02,Oklahoma City Thunder,OKC @ LAC,W,105,13.0
2024-11-02,Portland Trail Blazers,POR @ PHX,L,97,-6.0
2024-11-02,LA Clippers,LAC vs. OKC,L,92,-13.0
2024-11-02,Toronto Raptors,TOR vs. SAC,W,131,3.0
2024-11-02,Cleveland Cavaliers,CLE @ MIL,W,114,1.0
2024-11-02,Miami Heat,MIA @ WAS,W,118,20.0
2024-11-02,Houston Rockets,HOU vs. GSW,L,121,-6.0
2024-11-02,Minnesota Timberwolves,MIN @ SAS,L,103,-10.0
2024-11-02,Milwaukee Bucks,MIL vs. CLE,L,113,-1.0
2024-11-02,Phoenix Suns,PHX vs. POR,W,103,6.0
2024-11-01,Boston Celtics,BOS @ CHA,W,124,15.0
2024-11-01,Denver Nuggets,DEN @ MIN,L,116,-3.0
2024-11-01,Los Angeles Lakers,LAL @ TOR,W,131,6.0
2024-11-01,Minnesota Timberwolves,MIN vs. DEN,W,119,3.0
2024-11-01,Chicago Bulls,CHI @ BKN,L,112,-8.0
2024-11-01,Sacramento Kings,SAC @ ATL,W,123,8.0
2024-11-01,Oklahoma City Thunder,OKC @ POR,W,137,23.0
2024-11-01,Brooklyn Nets,BKN vs. CHI,W,120,8.0
2024-11-01,Atlanta Hawks,ATL vs. SAC,L,115,-8.0
2024-11-01,New York Knicks,NYK @ DET,W,128,30.0
2024-11-01,New Orleans Pelicans,NOP vs. IND,W,125,7.0
2024-11-01,Cleveland Cavaliers,CLE vs. ORL,W,120,11.0
2024-11-01,Orlando Magic,ORL @ CLE,L,109,-11.0
2024-11-01,Toronto Raptors,TOR vs. LAL,L,125,-6.0
2024-11-01,Charlotte Hornets,CHA vs. BOS,L,109,-15.0
2024-11-01,Indiana Pacers,IND @ NOP,L,118,-7.0
2024-11-01,Portland Trail Blazers,POR vs. OKC,L,114,-23.0
2024-11-01,Detroit Pistons,DET vs. NYK,L,98,-30.0
2024-10-31,Houston Rockets,HOU @ DAL,W,108,6.0
2024-10-31,Memphis Grizzlies,MEM vs. MIL,W,122,23.0
2024-10-31,Milwaukee Bucks,MIL @ MEM,L,99,-23.0
2024-10-31,San Antonio Spurs,SAS @ UTA,W,106,18.0
2024-10-31,Utah Jazz,UTA vs. SAS,L,88,-18.0
2024-10-31,Phoenix Suns,PHX @ LAC,W,125,6.0
2024-10-31,Dallas Mavericks,DAL vs. HOU,L,102,-6.0
2024-10-31,LA Clippers,LAC vs. PHX,L,119,-6.0
2024-10-30,Washington Wizards,WAS vs. ATL,W,133,13.0
2024-10-30,Detroit Pistons,DET @ PHI,W,105,10.0
2024-10-30,Portland Trail Blazers,POR @ LAC,W,106,1.0
2024-10-30,Memphis Grizzlies,MEM vs. BKN,L,106,-13.0
2024-10-30,Charlotte Hornets,CHA vs. TOR,W,138,5.0
2024-10-30,Toronto Raptors,TOR @ CHA,L,133,-5.0
2024-10-30,Cleveland Cavaliers,CLE vs. LAL,W,134,24.0
2024-10-30,Miami Heat,MIA vs. NYK,L,107,-9.0
2024-10-30,Golden State Warriors,GSW vs. NOP,W,104,15.0
2024-10-30,Philadelphia 76ers,PHI vs. DET,L,95,-10.0
2024-10-30,Los Angeles Lakers,LAL @ CLE,L,110,-24.0
2024-10-30,Orlando Magic,ORL @ CHI,L,99,-3.0
2024-10-30,Brooklyn Nets,BKN @ MEM,W,119,13.0
2024-10-30,New York Knicks,NYK @ MIA,W,116,9.0
2024-10-30,Oklahoma City Thunder,OKC vs. SAS,W,105,12.0
2024-10-30,Chicago Bulls,CHI vs. ORL,W,102,3.0
2024-10-30,San Antonio Spurs,SAS @ OKC,L,93,-12.0
2024-10-30,Boston Celtics,BOS @ IND,L,132,-3.0
2024-10-30,LA Clippers,LAC vs. POR,L,105,-1.0
2024-10-30,Atlanta Hawks,ATL @ WAS,L,120,-13.0
2024-10-30,Indiana Pacers,IND vs. BOS,W,135,3.0
2024-10-30,New Orleans Pelicans,NOP @ GSW,L,89,-15.0
2024-10-29,Utah Jazz,UTA vs. SAC,L,96,-17.0
2024-10-29,Sacramento Kings,SAC @ UTA,W,113,17.0
2024-10-29,New Orleans Pelicans,NOP @ GSW,L,106,-18.0
2024-10-29,Denver Nuggets,DEN @ BKN,W,144,5.0
2024-10-29,Brooklyn Nets,BKN vs. DEN,L,139,-5.0
2024-10-29,Golden State Warriors,GSW vs. NOP,W,124,18.0
2024-10-29,Minnesota Timberwolves,MIN vs. DAL,L,114,-6.0
2024-10-29,Dallas Mavericks,DAL @ MIN,W,120,6.0
2024-10-28,San Antonio Spurs,SAS vs. HOU,L,101,-5.0
2024-10-28,Atlanta Hawks,ATL vs. WAS,L,119,-2.0
2024-10-28,Indiana Pacers,IND @ ORL,L,115,-4.0
2024-10-28,Memphis Grizzlies,MEM vs. CHI,L,123,-3.0
2024-10-28,Washington Wizards,WAS @ ATL,W,121,2.0
2024-10-28,Phoenix Suns,PHX vs. LAL,W,109,4.0
2024-10-28,New York Knicks,NYK vs. CLE,L,104,-6.0
2024-10-28,Cleveland Cavaliers,CLE @ NYK,W,110,6.0
2024-10-28,Toronto Raptors,TOR vs. DEN,L,125,-2.0
2024-10-28,Los Angeles Lakers,LAL @ PHX,L,105,-4.0
2024-10-28,Houston Rockets,HOU @ SAS,W,106,5.0
2024-10-28,Denver Nuggets,DEN @ TOR,W,127,2.0
2024-10-28,Sacramento Kings,SAC vs. POR,W,111,13.0
2024-10-28,Milwaukee Bucks,MIL @ BOS,L,108,-11.0
2024-10-28,Utah Jazz,UTA @ DAL,L,102,-8.0
2024-10-28,Dallas Mavericks,DAL vs. UTA,W,110,8.0
2024-10-28,Orlando Magic,ORL vs. IND,W,119,4.0
2024-10-28,Portland Trail Blazers,POR @ SAC,L,98,-13.0
2024-10-28,Detroit Pistons,DET @ MIA,L,98,-8.0
2024-10-28,Boston Celtics,BOS vs. MIL,W,119,11.0
2024-10-28,Miami Heat,MIA vs. DET,W,106,8.0
2024-10-28,Chicago Bulls,CHI @ MEM,W,126,3.0
2024-10-27,New Orleans Pelicans,NOP @ POR,L,103,-22.0
2024-10-27,Indiana Pacers,IND vs. PHI,L,114,-4.0
2024-10-27,Brooklyn Nets,BKN vs. MIL,W,115,13.0
2024-10-27,Milwaukee Bucks,MIL @ BKN,L,102,-13.0
2024-10-27,Portland Trail Blazers,POR vs. NOP,W,125,22.0
2024-10-27,Philadelphia 76ers,PHI @ IND,W,118,4.0
2024-10-27,Golden State Warriors,GSW vs. LAC,L,104,-8.0
2024-10-27,Oklahoma City Thunder,OKC vs. ATL,W,128,24.0
2024-10-27,Atlanta Hawks,ATL @ OKC,L,104,-24.0
2024-10-27,LA Clippers,LAC @ GSW,W,112,8.0
2024-10-26,Detroit Pistons,DET vs. BOS,L,118,-6.0
2024-10-26,Charlotte Hornets,CHA vs. MIA,L,106,-8.0
2024-10-26,Chicago Bulls,CHI vs. OKC,L,95,-19.0
2024-10-26,Memphis Grizzlies,MEM vs. ORL,W,124,13.0
2024-10-26,Miami Heat,MIA @ CHA,W,114,8.0
2024-10-26,Orlando Magic,ORL @ MEM,L,111,-13.0
2024-10-26,Sacramento Kings,SAC @ LAL,L,127,-4.0
2024-10-26,Oklahoma City Thunder,OKC @ CHI,W,114,19.0
2024-10-26,Minnesota Timberwolves,MIN vs. TOR,W,112,11.0
2024-10-26,Washington Wizards,WAS vs. CLE,L,116,-19.0
2024-10-26,Boston Celtics,BOS @ DET,W,124,6.0
2024-10-26,LA Clippers,LAC @ DEN,W,109,5.0
2024-10-26,Houston Rockets,HOU @ SAS,L,106,-3.0
2024-10-26,Toronto Raptors,TOR @ MIN,L,101,-11.0
2024-10-26,Cleveland Cavaliers,CLE @ WAS,W,135,19.0
2024-10-26,San Antonio Spurs,SAS vs. HOU,W,109,3.0
2024-10-26,Denver Nuggets,DEN vs. LAC,L,104,-5.0
2024-10-26,Dallas Mavericks,DAL @ PHX,L,102,-12.0
2024-10-26,Phoenix Suns,PHX vs. DAL,W,114,12.0
2024-10-26,Los Angeles Lakers,LAL vs. SAC,W,131,4.0
2024-10-25,Phoenix Suns,PHX @ LAL,L,116,-7.0
2024-10-25,Portland Trail Blazers,POR vs. NOP,L,103,-2.0
2024-10-25,New York Knicks,NYK vs. IND,W,123,25.0
2024-10-25,Charlotte Hornets,CHA @ ATL,L,120,-5.0
2024-10-25,Houston Rockets,HOU vs. MEM,W,128,20.0
2024-10-25,Golden State Warriors,GSW @ UTA,W,127,41.0
2024-10-25,Toronto Raptors,TOR vs. PHI,W,115,8.0
2024-10-25,Milwaukee Bucks,MIL vs. CHI,L,122,-11.0
2024-10-25,Indiana Pacers,IND @ NYK,L,98,-25.0
2024-10-25,New Orleans Pelicans,NOP @ POR,W,105,2.0
2024-10-25,Orlando Magic,ORL vs. BKN,W,116,15.0
2024-10-25,Philadelphia 76ers,PHI @ TOR,L,107,-8.0
2024-10-25,Atlanta Hawks,ATL vs. CHA,W,125,5.0
2024-10-25,Utah Jazz,UTA vs. GSW,L,86,-41.0
2024-10-25,Memphis Grizzlies,MEM @ HOU,L,108,-20.0
2024-10-25,Brooklyn Nets,BKN @ ORL,L,101,-15.0
2024-10-25,Chicago Bulls,CHI @ MIL,W,133,11.0
2024-10-25,Detroit Pistons,DET @ CLE,L,101,-12.0
2024-10-25,Cleveland Cavaliers,CLE vs. DET,W,113,12.0
2024-10-25,Los Angeles Lakers,LAL vs. PHX,W,123,7.0
2024-10-24,Denver Nuggets,DEN vs. OKC,L,87,-15.0
2024-10-24,San Antonio Spurs,SAS @ DAL,L,109,-11.0
2024-10-24,Washington Wizards,WAS vs. BOS,L,102,-20.0
2024-10-24,Boston Celtics,BOS @ WAS,W,122,20.0
2024-10-24,Oklahoma City Thunder,OKC @ DEN,W,102,15.0
2024-10-24,Sacramento Kings,SAC vs. MIN,L,115,-2.0
2024-10-24,Dallas Mavericks,DAL vs. SAS,W,120,11.0
2024-10-24,Minnesota Timberwolves,MIN @ SAC,W,117,2.0
2024-10-23,Portland Trail Blazers,POR vs. GSW,L,104,-36.0
2024-10-23,Houston Rockets,HOU vs. CHA,L,105,-5.0
2024-10-23,Indiana Pacers,IND @ DET,W,115,6.0
2024-10-23,Golden State Warriors,GSW @ POR,W,140,36.0
2024-10-23,New Orleans Pelicans,NOP vs. CHI,W,123,12.0
2024-10-23,Miami Heat,MIA vs. ORL,L,97,-19.0
2024-10-23,Charlotte Hornets,CHA @ HOU,W,110,5.0
2024-10-23,Chicago Bulls,CHI @ NOP,L,111,-12.0
2024-10-23,Orlando Magic,ORL @ MIA,W,116,19.0
2024-10-23,Utah Jazz,UTA vs. MEM,L,124,-2.0
2024-10-23,Philadelphia 76ers,PHI vs. MIL,L,109,-15.0
2024-10-23,Milwaukee Bucks,MIL @ PHI,W,124,15.0
2024-10-23,Cleveland Cavaliers,CLE @ TOR,W,136,30.0
2024-10-23,Memphis Grizzlies,MEM @ UTA,W,126,2.0
2024-10-23,Phoenix Suns,PHX @ LAC,W,116,3.0
2024-10-23,Atlanta Hawks,ATL vs. BKN,W,120,4.0
2024-10-23,Detroit Pistons,DET vs. IND,L,109,-6.0
2024-10-23,LA Clippers,LAC vs. PHX,L,113,-3.0
2024-10-23,Toronto Raptors,TOR vs. CLE,L,106,-30.0
2024-10-23,Brooklyn Nets,BKN @ ATL,L,116,-4.0
2024-10-22,Los Angeles Lakers,LAL vs. MIN,W,110,7.0
2024-10-22,Boston Celtics,BOS vs. NYK,W,132,23.0
2024-10-22,Minnesota Timberwolves,MIN @ LAL,L,103,-7.0
2024-10-22,New York Knicks,NYK @ BOS,L,109,-23.0
2024-10-18,Brooklyn Nets,BKN vs. TOR,L,112,-4.0
2024-10-18,New York Knicks,NYK @ WAS,L,117,-1.0
2024-10-18,Utah Jazz,UTA @ POR,L,86,-38.0
2024-10-18,Toronto Raptors,TOR @ BKN,W,116,4.0
2024-10-18,Golden State Warriors,GSW vs. LAL,W,132,58.0
2024-10-18,Miami Heat,MIA @ MEM,W,114,5.0
2024-10-18,Cleveland Cavaliers,CLE @ CHI,L,137,-2.0
2024-10-18,Chicago Bulls,CHI vs. CLE,W,139,2.0
2024-10-18,Portland Trail Blazers,POR vs. UTA,W,124,38.0
2024-10-18,Philadelphia 76ers,PHI @ ORL,L,99,-15.0
2024-10-18,Orlando Magic,ORL vs. PHI,W,114,15.0
2024-10-18,Memphis Grizzlies,MEM vs. MIA,L,109,-5.0
2024-10-18,Washington Wizards,WAS vs. NYK,W,118,1.0
2024-10-18,Los Angeles Lakers,LAL @ GSW,L,74,-58.0
2024-10-17,Milwaukee Bucks,MIL @ DAL,L,84,-25.0
2024-10-17,Charlotte Hornets,CHA @ IND,L,116,-5.0
2024-10-17,Houston Rockets,HOU vs. SAS,W,129,22.0
2024-10-17,Los Angeles Lakers,LAL @ PHX,W,128,6.0
2024-10-17,Indiana Pacers,IND vs. CHA,W,121,5.0
2024-10-17,Phoenix Suns,PHX vs. LAL,L,122,-6.0
2024-10-17,Atlanta Hawks,ATL @ OKC,L,99,-5.0
2024-10-17,LA Clippers,LAC vs. SAC,W,113,22.0
2024-10-17,Minnesota Timberwolves,MIN vs. DEN,L,126,-6.0
2024-10-17,Sacramento Kings,SAC @ LAC,L,91,-22.0
2024-10-17,San Antonio Spurs,SAS @ HOU,L,107,-22.0
2024-10-17,Dallas Mavericks,DAL vs. MIL,W,109,25.0
2024-10-17,Denver Nuggets,DEN @ MIN,W,132,6.0
2024-10-17,Oklahoma City Thunder,OKC vs. ATL,W,104,5.0
2024-10-16,Philadelphia 76ers,PHI vs. BKN,W,117,22.0
2024-10-16,Cleveland Cavaliers,CLE @ DET,L,92,-16.0
2024-10-16,Minnesota Timberwolves,MIN @ CHI,L,123,-2.0
2024-10-16,Atlanta Hawks,ATL @ MIA,L,111,-9.0
2024-10-16,Miami Heat,MIA vs. ATL,W,120,9.0
2024-10-16,Ratiopharm Ulm,ULM @ POR,L,100,-11.0
2024-10-16,Portland Trail Blazers,POR vs. ULM,W,111,11.0
2024-10-16,Chicago Bulls,CHI vs. MIN,W,125,2.0
2024-10-16,Brooklyn Nets,BKN @ PHI,L,95,-22.0
2024-10-16,Detroit Pistons,DET vs. CLE,W,108,16.0
2024-10-15,Toronto Raptors,TOR vs. BOS,W,119,1.0
2024-10-15,Miami Heat,MIA vs. SAS,W,120,3.0
2024-10-15,Denver Nuggets,DEN vs. OKC,L,94,-30.0
2024-10-15,Utah Jazz,UTA vs. SAC,W,117,3.0
2024-10-15,Boston Celtics,BOS @ TOR,L,118,-1.0
2024-10-15,Los Angeles Lakers,LAL vs. GSW,L,97,-14.0
2024-10-15,Houston Rockets,HOU vs. NOP,W,118,20.0
2024-10-15,New York Knicks,NYK vs. CHA,W,111,6.0
2024-10-15,Sacramento Kings,SAC @ UTA,L,114,-3.0
2024-10-15,Oklahoma City Thunder,OKC @ DEN,W,124,30.0
2024-10-15,New Orleans Pelicans,NOP @ HOU,L,98,-20.0
2024-10-15,Golden State Warriors,GSW @ LAL,W,111,14.0
2024-10-15,San Antonio Spurs,SAS @ MIA,L,117,-3.0
2024-10-15,Charlotte Hornets,CHA @ NYK,L,105,-6.0
2024-10-14,Memphis Grizzlies,MEM @ IND,W,120,4.0
2024-10-14,Chicago Bulls,CHI @ MIL,L,107,-4.0
2024-10-14,Brooklyn Nets,BKN vs. WAS,W,131,39.0
2024-10-14,Indiana Pacers,IND vs. MEM,L,116,-4.0
2024-10-14,Philadelphia 76ers,PHI @ ATL,W,104,15.0
2024-10-14,Washington Wizards,WAS @ BKN,L,92,-39.0
2024-10-14,Atlanta Hawks,ATL vs. PHI,L,89,-15.0
2024-10-14,Milwaukee Bucks,MIL vs. CHI,W,111,4.0
2024-10-14,Dallas Mavericks,DAL @ LAC,L,96,-14.0
2024-10-14,LA Clippers,LAC vs. DAL,W,110,14.0
2024-10-13,Detroit Pistons,DET @ GSW,L,93,-18.0
2024-10-13,Phoenix Suns,PHX @ DEN,W,118,6.0
2024-10-13,Boston Celtics,BOS vs. TOR,W,115,4.0
2024-10-13,Golden State Warriors,GSW vs. DET,W,111,18.0
2024-10-13,Miami Heat,MIA vs. NOP,W,101,2.0
2024-10-13,Denver Nuggets,DEN vs. PHX,L,114,-4.0
2024-10-13,Minnesota Timberwolves,MIN @ NYK,L,110,-5.0
2024-10-13,Toronto Raptors,TOR @ BOS,L,111,-4.0
2024-10-13,Sacramento Kings,SAC vs. POR,L,85,-20.0
2024-10-13,New Orleans Pelicans,NOP @ MIA,L,99,-2.0
2024-10-13,Portland Trail Blazers,POR @ SAC,W,105,20.0
2024-10-13,New York Knicks,NYK vs. MIN,W,115,5.0
